stud_Email,eyegaze_name,eyegaze_date_captured,eyegaze_time_captured
jannabee@test.com,Nominally Engaged,2024-01-16,14:58:46
jannabee@test.com,Nominally Engaged,2024-01-16,14:58:52
jannabee@test.com,Nominally Engaged,2024-01-16,14:58:52
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:04
jannabee@test.com,Disengaged,2024-01-16,14:59:10
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:10
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:10
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:16
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:16
jannabee@test.com,Disengaged,2024-01-16,14:59:16
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:23
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:23
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:29
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:29
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:35
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:35
jannabee@test.com,Engaged,2024-01-16,14:59:35
jannabee@test.com,Disengaged,2024-01-16,14:59:35
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:41
jannabee@test.com,Nominally Engaged,2024-01-16,14:59:41
jannabee@test.com,Engaged,2024-01-16,14:59:41
gdocfemia@test.com,Nominally Engaged,2024-01-16,15:08:38
gdocfemia@test.com,Engaged,2024-01-16,15:09:24
gdocfemia@test.com,Engaged,2024-01-16,15:09:40
gdocfemia@test.com,Engaged,2024-01-16,15:10:10
gdocfemia@test.com,Engaged,2024-01-16,15:10:25
gdocfemia@test.com,Nominally Engaged,2024-01-16,15:10:25
gdocfemia@test.com,Nominally Engaged,2024-01-16,15:10:55
gdocfemia@test.com,Engaged,2024-01-16,15:11:11
gdocfemia@test.com,Engaged,2024-01-16,15:11:41
gdocfemia@test.com,Engaged,2024-01-16,15:11:41
gdocfemia@test.com,Engaged,2024-01-16,15:11:56
gdocfemia@test.com,Engaged,2024-01-16,15:11:56
gdocfemia@test.com,Engaged,2024-01-16,15:12:12
gdocfemia@test.com,Engaged,2024-01-16,15:12:12
gdocfemia@test.com,Engaged,2024-01-16,15:12:42
gdocfemia@test.com,Engaged,2024-01-16,15:13:13
